namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",83437dd4-86be-421b-8fc0-4e34e51a2fa1,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,,"T1.Q7, T1.Q8",nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,f57cbb9b-75cb-4c50-a81c-db976b7e831c,T1.Q2.A8,Other evidence,T1.Q3,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",83437dd4-86be-421b-8fc0-4e34e51a2fa1,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,,"T1.Q7, T1.Q8",nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,0cfcd7c6-fd9c-4672-bee4-5f4d7529af71,T1.Q2.A9,No evidence given,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",cd9a19a9-7763-40f4-9fd8-5b01fad9dcaf,T1.Q3,What other evidence is given to support the causal claim?,TEXT,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,088004a3-ad11-47e3-8276-70eb6b94788d,T1.Q3.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",43324562-ffec-4b09-8213-1595709a2fcd,T1.Q4,"If there was evidence of correlation or causation observed, was the sample on which it was observed representative of the broader population about which general conclusions are being made?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,f13b78d0-8028-4680-89d6-496953115c24,T1.Q4.A1,Very representative (Also choose this if entire population is examined),,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",43324562-ffec-4b09-8213-1595709a2fcd,T1.Q4,"If there was evidence of correlation or causation observed, was the sample on which it was observed representative of the broader population about which general conclusions are being made?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,1e0ddde4-0851-4636-b588-867a3ac5c932,T1.Q4.A2,Fairly representative,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",43324562-ffec-4b09-8213-1595709a2fcd,T1.Q4,"If there was evidence of correlation or causation observed, was the sample on which it was observed representative of the broader population about which general conclusions are being made?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,1e9510a7-de9b-4821-8a81-89a8b68cfcba,T1.Q4.A3,Somewhat representative,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",43324562-ffec-4b09-8213-1595709a2fcd,T1.Q4,"If there was evidence of correlation or causation observed, was the sample on which it was observed representative of the broader population about which general conclusions are being made?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,67acdf44-9f32-43d8-bbe2-e079a32f8855,T1.Q4.A4,Slightly representative,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",43324562-ffec-4b09-8213-1595709a2fcd,T1.Q4,"If there was evidence of correlation or causation observed, was the sample on which it was observed representative of the broader population about which general conclusions are being made?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,2a17ad4a-e5a3-4f57-9947-47c35951bdef,T1.Q4.A5,Not at all representative,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",43324562-ffec-4b09-8213-1595709a2fcd,T1.Q4,"If there was evidence of correlation or causation observed, was the sample on which it was observed representative of the broader population about which general conclusions are being made?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,d4f043e9-d016-4f47-a988-22216e68a099,T1.Q4.A6,Can't tell; not enough info,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0f8b8960-08d3-4863-b8ed-42b61a892736,T1.Q5,"Was there an appropriate control condition for the experiment? If so, highlight section.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,dc3fa357-6a33-4264-af84-b82fcb9fd1f4,T1.Q5.A1,Appropriate control,T1.Q6,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0f8b8960-08d3-4863-b8ed-42b61a892736,T1.Q5,"Was there an appropriate control condition for the experiment? If so, highlight section.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,54ff11ea-1817-4bbc-97e1-d28c4767f1ec,T1.Q5.A2,Questionably appropriate control,T1.Q6,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0f8b8960-08d3-4863-b8ed-42b61a892736,T1.Q5,"Was there an appropriate control condition for the experiment? If so, highlight section.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,2b590887-af29-43b5-8490-c71a004039fb,T1.Q5.A3,Inappropriate control,T1.Q6,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0f8b8960-08d3-4863-b8ed-42b61a892736,T1.Q5,"Was there an appropriate control condition for the experiment? If so, highlight section.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,9dca60cf-bea0-4076-99d6-cbe9fa6f653f,T1.Q5.A4,No control,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0f8b8960-08d3-4863-b8ed-42b61a892736,T1.Q5,"Was there an appropriate control condition for the experiment? If so, highlight section.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,ff41f439-baa5-4061-a68b-799218fdcbb5,T1.Q5.A5,Can't tell; not enough info,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",24aadb27-3406-4939-83a3-8e07f3c3fd78,T1.Q6,Were participants assigned to the 'control' and 'treatment' groups via a random process?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,aac59995-86dc-4a4a-b0fb-dafe054cad68,T1.Q6.A1,Yes,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",24aadb27-3406-4939-83a3-8e07f3c3fd78,T1.Q6,Were participants assigned to the 'control' and 'treatment' groups via a random process?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,0ff1e458-6a19-4963-b595-ccf01e64cb38,T1.Q6.A2,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",24aadb27-3406-4939-83a3-8e07f3c3fd78,T1.Q6,Were participants assigned to the 'control' and 'treatment' groups via a random process?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,d1c6e84a-4c25-4d5d-9628-1a81cb82c5e5,T1.Q6.A3,Can't tell; not enough info,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",e2f4f70c-d49c-4a82-9198-cb0631331f60,T1.Q7,What is the best alternative explanation you can think of that could lead to the same set of evidence?,TEXT,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,f1d6f10b-2b7f-472a-8e98-616c1a211754,T1.Q7.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f632b921-d57e-4b24-8c83-786eb282a6af,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,67caf715-2de1-4845-a751-b17799a5c87f,T1.Q8.A1,Much more likely than the author’s,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f632b921-d57e-4b24-8c83-786eb282a6af,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,162d0eee-cd63-4ece-b42c-0d836f3f2ea8,T1.Q8.A2,Somewhat more likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f632b921-d57e-4b24-8c83-786eb282a6af,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,f742c416-c754-45d6-8959-94a14e7cf19a,T1.Q8.A3,Equally likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f632b921-d57e-4b24-8c83-786eb282a6af,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,a55c7164-a19e-41fe-aac9-641363a99635,T1.Q8.A4,Somewhat less likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f632b921-d57e-4b24-8c83-786eb282a6af,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,94ffd030-75ac-428d-a2bb-d81e05c850f2,T1.Q8.A5,Much less likely than the author's,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",40568679-cbc1-4034-b0a6-94974ee02bc1,T1.Q9,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,39e81259-52d3-443e-8bcb-928b5ef33d7c,T1.Q9.A1,Yes,"T1.Q10, T1.Q11",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",40568679-cbc1-4034-b0a6-94974ee02bc1,T1.Q9,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,5a931d8b-02d3-41b9-a5e3-3e06d5077aec,T1.Q9.A2,Maybe,"T1.Q10, T1.Q11",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",40568679-cbc1-4034-b0a6-94974ee02bc1,T1.Q9,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,46132ef5-4a7e-40d7-a8c0-b9ede88567d4,T1.Q9.A3,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5a60ba44-eacb-4fad-a42c-23d07444ef6a,T1.Q10,"Given the information you have, how likely is it that the apparent pattern is a result of statistical error (sometimes called random error or random chance)?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,0b145cfb-b6e1-473a-83a0-d200cb3bea7a,T1.Q10.A1,Extremely Likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Evidence2020_09_20,7df0fe017a85c95095d48707da0cef35bbf1af0781e67452ecb894472790ee76,e4b3fb5b-0f29-400f-bf38-9d7fa3e39c4e,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5a60ba44-eacb-4fad-a42c-23d07444ef6a,T1.Q10,"Given the information you have, how likely is it that the apparent pattern is a result of statistical error (sometimes called random error or random chance)?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,8f71fca4-cebe-4ef0-bb4b-241cb50d0e9f,T1.Q10.A2,Somewhat Likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
