article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,7bfe5829-7c95-4574-8a8c-5c22a0d2d0a0,Semantics2020_03,Probability,6,,{},3,1646,1654,probably
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,77321210-1b14-4112-b775-b52423c41919,Semantics2020_03,Probability,8,,{},8,2060,2067,will be
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,77321210-1b14-4112-b775-b52423c41919,Semantics2020_03,Probability,8,,{},8,2106,2117,will appear
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,77321210-1b14-4112-b775-b52423c41919,Semantics2020_03,Probability,8,,{},8,1701,1708,it will
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,77321210-1b14-4112-b775-b52423c41919,Semantics2020_03,Probability,8,,{},8,1565,1600,No one will be ready for a pandemic
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,77321210-1b14-4112-b775-b52423c41919,Semantics2020_03,Probability,8,,{},8,2493,2573,ten to several hundred million Westerners will become infected with this disease
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,77321210-1b14-4112-b775-b52423c41919,Semantics2020_03,Probability,8,,{},8,2580,2612,the number of deaths will amount
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,77321210-1b14-4112-b775-b52423c41919,Semantics2020_03,Probability,8,,{},8,2662,2689,there will be a degradation
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,77321210-1b14-4112-b775-b52423c41919,Semantics2020_03,Probability,8,,{},8,2715,2744,there will be economic losses
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,2cbd3c90-8772-4867-bff9-e88229887b5f,Semantics2020_03,Probability,14,,{},2,2765,2780,about one third
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,2cbd3c90-8772-4867-bff9-e88229887b5f,Semantics2020_03,Probability,14,,{},2,2799,2818,will go through the
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Semantics2020_03,Reasoning,1,,{},1,2440,2632,"In the worst case, according to a CIA report, "" from ten to several hundred million Westerners will become infected with this disease , and the number of deaths will amount to tens of millions"
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Semantics2020_03,Reasoning,2,,{},1,2662,2762,"there will be a degradation of vital infrastructure, there will be economic losses on a global scale"
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,9edac33c-965a-4898-9a70-a2bfa91b8d0a,Semantics2020_03,Reasoning,3,,{},1,3244,3291,US military brought the COVID-19 virus to Wuhan
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,a6956ed8-9a91-47ca-8df0-6d9c3fae9afb,Semantics2020_03,Reasoning,4,,{},1,3294,3608,"In the scientific journal Nature Medicine for 2015, they found an article stating that American scientists artificially created a hybrid version of coronavirus in different animals, for example, bats. It is further described that back in 2013 they were studying the possibility of transmitting this virus to humans"
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,3232f925-497d-4250-95bc-1184a09564d0,Semantics2020_03,Reasoning,5,,{},1,3612,3811,"On Monday, the United States reported that they created an experimental coronavirus vaccine and began testing it. It is natural to assume who will be the beneficiary of the huge profits from its sale"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,89b3dc04-f6f7-48ba-bf2a-14f70ff5d16e,Semantics2020_03,Evidence,1,,{},1,1747,1868,"So far, as many as 988 people have died from the virus across Iran, 16,169 others been infected, and 5,389 have recovered"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,63c97812-de47-4ce1-a810-44599ea5c747,Semantics2020_03,Language,1,,{},4,257,264,scourge
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,63c97812-de47-4ce1-a810-44599ea5c747,Semantics2020_03,Language,1,,{},4,324,333,bioweapon
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,63c97812-de47-4ce1-a810-44599ea5c747,Semantics2020_03,Language,1,,{},4,1529,1535,brazen
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,63c97812-de47-4ce1-a810-44599ea5c747,Semantics2020_03,Language,1,,{},4,1657,1666,draconian
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,b02ccc86-7e39-43b4-9de5-178e9695f0cf,Semantics2020_03,Language,3,,{},1,861,864,way
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,3530f88a-6f3f-46c0-a840-8a7b94afa968,Semantics2020_03,Language,4,,{},1,900,941,no one can get to the heart of the matter
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,f825446d-be17-4797-9efb-8a904a722939,Semantics2020_03,Probability,1,,{},1,337,367,There are too many indications
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,40a49bec-37ae-4cbb-b4e8-707bba232651,Semantics2020_03,Probability,2,,{},2,595,611,"if it\u2019s a weapon"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,40a49bec-37ae-4cbb-b4e8-707bba232651,Semantics2020_03,Probability,2,,{},2,651,667,"If it\u2019s a weapon"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,066f88ea-bea2-4c47-872b-d224b015a372,Semantics2020_03,Reasoning,1,,{},2,117,333,"An American pundit speculates that the United States is keeping its sanctions against Iran in order to complement the bans\u2019 effect with the scourge of the new coronavirus that he believes might be a US-made bioweapon"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,066f88ea-bea2-4c47-872b-d224b015a372,Semantics2020_03,Reasoning,1,,{},2,595,776,"if it\u2019s a weapon, then, they would not want to do that. If it\u2019s a weapon, then, they are going to want to use the sanctions as part of the other weapon to force Iran into submission"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,8e2e3d06-5a72-4164-bbbd-39dedbdba951,Semantics2020_03,Reasoning,2,,{},1,337,445,There are too many indications now that the virus has been leaked from a bioweapons lab in the United States
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,64128ebb-5c20-4cb6-9b3c-fe89a977a04d,Adjudicator Nick Adams HLTR source task 855 article number 100054 project 185,True,b9b1cb0f-2ba5-47d0-b67a-287e0c943560,0899427e-c235-4dd1-98bf-160056d35317,Semantics2020_03,Reasoning,4,,{},1,953,1100,"The reason behind the confusion, he added, might be that the virus is \u201ca form of warfare that has to remain secret in order for it to be successful"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,aa164a47-b092-4f84-bad6-ff996cc4b6be,Adjudicator Nick Adams HLTR source task 856 article number 100055 project 185,True,fcb701dc-870b-44c4-9a5c-a59e5213341f,1e247233-4e92-45ad-bd49-c53fa930cb6d,Semantics2020_03,Evidence,1,,{},1,3211,3431,"More than 119,100 people have been infected by the novel coronavirus across the world and 4,298 have died, the vast majority in China, according to a Reuters tally. The United States has 975 cases and 30 people have died"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,aa164a47-b092-4f84-bad6-ff996cc4b6be,Adjudicator Nick Adams HLTR source task 856 article number 100055 project 185,True,fcb701dc-870b-44c4-9a5c-a59e5213341f,5dc960c2-fa14-4523-9f6b-d96ee5ff442c,Semantics2020_03,Language,1,,{},2,387,399,war of words
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,aa164a47-b092-4f84-bad6-ff996cc4b6be,Adjudicator Nick Adams HLTR source task 856 article number 100055 project 185,True,fcb701dc-870b-44c4-9a5c-a59e5213341f,5dc960c2-fa14-4523-9f6b-d96ee5ff442c,Semantics2020_03,Language,1,,{},2,1275,1284,combative
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,aa164a47-b092-4f84-bad6-ff996cc4b6be,Adjudicator Nick Adams HLTR source task 856 article number 100055 project 185,True,fcb701dc-870b-44c4-9a5c-a59e5213341f,e51b3f5a-0d22-478b-9c87-29b2f4b3b66d,Semantics2020_03,Language,2,,{},3,1211,1235,US owe us an explanation
